File,Title,Publisher,Publication Year,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS)
a7/ce/es124_NBK343819.tar.gz,Screening for Breast Cancer: A Systematic Review to Update the 2009 U.S. Preventive Services Task Force Recommendation,Agency for Healthcare Research and Quality (US),2016,NBK343819,2016-02-17 02:37:09
22/a6/vabariatric_NBK343838.tar.gz,Mental Health Assessment and Psychosocial Interventions for Bariatric Surgery,Department of Veterans Affairs (US),2014,NBK343838,2016-02-17 02:37:08
c7/f1/rc0750_NBK343848.tar.gz,Gabapentin for HIV-associated Neuropathic Pain: A Review of the Clinical Effectiveness,Canadian Agency for Drugs and Technologies in Health,2016,NBK343848,2016-02-18 02:37:08
36/48/rc0749_NBK343860.tar.gz,"Telehealth for Patients with Hypertension, Coronary Artery Disease or Implantable Cardiac Devices: A Review of the Clinical Effectiveness, Cost-effectiveness and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK343860,2016-02-18 02:37:10
39/c7/rc0745_NBK343873.tar.gz,First Initiative Peritoneal Dialysis versus Hemodialysis for the Treatment of Renal Failure: A Review of Clinical Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2016,NBK343873,2016-02-18 02:37:09
31/b4/rc0744_NBK343886.tar.gz,"Treatment of Older Adults with Insomnia, Agitation, or Delirium with Benzodiazepines: A Review of the Clinical Effectiveness and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK343886,2016-02-18 02:37:12
4b/7d/rc0742_NBK343899.tar.gz,"Rapid and Ultra-Rapid Detoxification in Adults with Opioid Addiction: A Review of Clinical and Cost-Effectiveness, Safety, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK343899,2016-02-18 02:37:09
d9/e2/rc0740_NBK343920.tar.gz,"Pre-Endoscopic Intravenous Proton Pump Inhibitors for Emergency Department Patients with Upper Gastrointestinal Bleeds: A Review of Clinical Effectiveness, Cost-Effectiveness and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK343920,2016-02-18 02:37:13
f5/4a/rc0738_NBK343928.tar.gz,"Daptomycin for Vancomycin-Resistant Enterococcal Infection: A Review of the Clinical Effectiveness, Cost-Effectiveness and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK343928,2016-02-18 02:37:10
bb/7d/rc0737_NBK343949.tar.gz,"Efinaconazole for Fungal Nail Infections: A Review of the Clinical Effectiveness, Cost-effectiveness, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK343949,2016-02-18 02:37:10
2f/18/rc0736_NBK343957.tar.gz,Trained Health Coaches for Chronic Disease Prevention or Management: A Review of Clinical and Cost-Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2016,NBK343957,2016-02-18 02:37:11
4b/43/rc0735_NBK343969.tar.gz,"Oral Iron for Anemia: A Review of the Clinical Effectiveness, Cost-effectiveness and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK343969,2016-02-18 02:37:11
c2/15/rc0733_NBK343982.tar.gz,Viscoelastometric Point-of-Care Testing for Vascular Surgery and Obstetrics: A Review of Clinical Utility and Guidelines,Canadian Agency for Drugs and Technologies in Health,2016,NBK343982,2016-02-18 02:37:12
7f/d0/rc0739_NBK343998.tar.gz,"Daptomycin for Methicillin-Resistant and Methicillin-Sensitive Staphylococcus Aureus Infection: A Review of Clinical Effectiveness, Cost-Effectiveness and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK343998,2016-02-18 02:37:11
f4/db/tip60_NBK344045.tar.gz,Using Technology-Based Therapeutic Tools in Behavioral Health Services,Substance Abuse and Mental Health Services Administration (US),2015,NBK344045,2016-02-18 02:37:14
57/15/cer168_NBK344065.tar.gz,Diagnosis and Management of Infantile Hemangioma,Agency for Healthcare Research and Quality (US),2016,NBK344065,2016-02-19 02:37:13
7c/42/ukhta2012_NBK344091.tar.gz,"Prediction of risk of recurrence of venous thromboembolism following treatment for a first unprovoked venous thromboembolism: systematic review, prognostic model and clinical decision rule, and economic evaluation",NIHR Journals Library,2016,NBK344091,2018-05-03 02:38:00
c9/ef/ukhta2014_NBK344155.tar.gz,Clinical effectiveness and cost-effectiveness of collaborative care for depression in UK primary care (CADET): a cluster randomised controlled trial,NIHR Journals Library,2016,NBK344155,2018-05-03 02:42:00
4c/f0/ukhta2013_NBK344174.tar.gz,The effectiveness and cost-effectiveness of erythropoiesis-stimulating agents (epoetin and darbepoetin) for treating cancer treatment-induced anaemia (including review of technology appraisal no. 142): a systematic review and economic model,NIHR Journals Library,2016,NBK344174,2018-05-03 02:59:25
1c/00/ukhsdr0406_NBK344211.tar.gz,Development of risk models for the prediction of new or worsening acute kidney injury on or during hospital admission: a cohort and nested study,NIHR Journals Library,2016,NBK344211,2018-05-03 02:58:39
75/b8/tip58_NBK344239.tar.gz,Addressing Fetal Alcohol Spectrum Disorders (FASD),Substance Abuse and Mental Health Services Administration (US),2014,NBK344239,2016-02-26 02:37:17
79/b5/cer163_NBK344270.tar.gz,Improving Antibiotic Prescribing for Uncomplicated Acute Respiratory Tract Infections,Agency for Healthcare Research and Quality (US),2016,NBK344270,2016-02-26 02:37:11
4f/62/sr0345_NBK344303.tar.gz,OnabotulinumtoxinA for Injection (Botox): For the Prophylaxis of Headaches in Adults With Chronic Migraine (&#8805; 15 Days per Month With Headache Lasting 4 Hours a Day or Longer),Canadian Agency for Drugs and Technologies in Health,2015,NBK344303,2016-02-26 02:37:11
66/fe/sr0327_NBK344331.tar.gz,"Rivaroxaban (Xarelto): Treatment of Venous Thromboembolic Events (Deep Vein Thrombosis [DVT], Pulmonary Embolism [PE]) and Prevention of Recurrent DVT and PE",Canadian Agency for Drugs and Technologies in Health,2015,NBK344331,2016-02-26 02:37:14
0a/4b/ukhsdr0407_NBK344359.tar.gz,Comparing the cost-effectiveness and clinical effectiveness of a new community in-reach rehabilitation service with the cost-effectiveness and clinical effectiveness of an established hospital-based rehabilitation service for older people: a pragmatic randomised controlled trial with microcost and qualitative analysis &#x02013; the Community In-reach Rehabilitation And Care Transition (CIRACT) study,NIHR Journals Library,2016,NBK344359,2018-05-03 02:56:04
49/a4/ukhsdr0408_NBK344389.tar.gz,Comorbidity and dementia: a mixed-method study on improving health care for people with dementia (CoDem),NIHR Journals Library,2016,NBK344389,2018-05-03 02:56:37
51/b7/wt605814_NBK344402.tar.gz,Tuberculosis in Adults and Children,Springer,2015,NBK344402,2019-01-29 02:37:28
d8/ce/vakidney_NBK344414.tar.gz,Comparative Effectiveness of Home-Based Kidney Dialysis Versus In-Center or Other Outpatient Kidney Dialysis Locations &#8211; A Systematic Review,Department of Veterans Affairs (US),2015,NBK344414,2016-03-01 02:37:12
1a/2e/adr2015_NBK344435.tar.gz,"DAN Annual Diving Report 2012-2015 Edition: A report on 2010-2013 data on diving fatalities, injuries, and incidents",Divers Alert Network,2015,NBK344435,2018-02-09 02:37:14
a0/49/cer162_NBK344454.tar.gz,Diagnosis of Celiac Disease,Agency for Healthcare Research and Quality (US),2016,NBK344454,2016-03-01 02:37:13
b9/b0/ukhta2016_NBK344470.tar.gz,"Intervention Now to Eliminate Repeat Unintended Pregnancy in Teenagers (INTERUPT): a systematic review of intervention effectiveness and cost-effectiveness, and qualitative and realist synthesis of implementation factors and user engagement",NIHR Journals Library,2016,NBK344470,2018-05-03 02:51:11
90/7e/ukhta2015_NBK344513.tar.gz,An Occupational Therapy intervention for residents with stroke-related disabilities in UK Care Homes (OTCH): cluster randomised controlled trial with economic evaluation,NIHR Journals Library,2016,NBK344513,2018-05-03 02:46:27
42/eb/ukhta2019_NBK348956.tar.gz,"A randomised placebo-controlled trial of oral and topical antibiotics for children with clinically infected eczema in the community: the ChildRen with Eczema, Antibiotic Management (CREAM) study",NIHR Journals Library,2016,NBK348956,2018-05-03 02:55:39
1d/57/ukhta2018_NBK348974.tar.gz,CATheter Infections in CHildren (CATCH): a randomised controlled trial and economic evaluation comparing impregnated and standard central venous catheters in children,NIHR Journals Library,2016,NBK348974,2018-05-03 02:39:17
29/a2/ukhta2017_NBK348996.tar.gz,Integrated sensor-augmented pump therapy systems [the MiniMed&#x000ae; Paradigm&#x02122; Veo system and the Vibe&#x02122; and G4&#x000ae; PLATINUM CGM (continuous glucose monitoring) system] for managing blood glucose levels in type 1 diabetes: a systematic review and economic evaluation,NIHR Journals Library,2016,NBK348996,2018-05-03 02:58:20
a0/2f/wt605813_NBK349007.tar.gz,Constructions of Cancer in Early Modern England: Ravenous Natures,Palgrave Macmillan,2015,NBK349007,2019-04-09 02:37:35
3c/32/es128_NBK349027.tar.gz,Screening for Depression in Adults: An Updated Systematic Evidence Review for the U.S. Preventive Services Task Force,Agency for Healthcare Research and Quality (US),2016,NBK349027,2016-03-03 02:37:12
e2/24/ukhsdr0409_NBK349063.tar.gz,Management by geographical area or management specialised by disorder? A mixed-methods evaluation of the effects of an organisational intervention on secondary mental health care for common mental disorder,NIHR Journals Library,2016,NBK349063,2018-05-03 02:42:26
b1/e4/ukphr0402_NBK349092.tar.gz,"Community pharmacy interventions for public health priorities: a systematic review of community pharmacy-delivered smoking, alcohol and weight management interventions",NIHR Journals Library,2016,NBK349092,2018-05-03 02:49:37
93/c4/wt605817_NBK349102.tar.gz,Women and Violence: The Agency of Victims and Perpetrators,Palgrave Macmillan,2015,NBK349102,2019-04-09 02:37:16
22/b4/sr0414_NBK349121.tar.gz,Denosumab (Prolia): Treatment to Increase Bone Mass in Men with Osteoporosis at High Risk for Fracture; or Who Have Failed or are Intolerant to Other Available Osteoporosis Therapy,Canadian Agency for Drugs and Technologies in Health,2015,NBK349121,2016-03-09 02:37:11
ba/e2/sr0379_NBK349151.tar.gz,"Ivacaftor (Kalydeco) 150 mg Tablet: For Treatment of Cystic Fibrosis with G551D, G1244E, G1349D, G178R, G551S, S1251N, S1255P, S549N, S549R, or G970R Mutation",Canadian Agency for Drugs and Technologies in Health,2015,NBK349151,2016-03-09 02:37:12
74/6a/sr0372_NBK349174.tar.gz,Pasireotide (Signifor): Treatment of Adult Patients with Cushing Disease,Canadian Agency for Drugs and Technologies in Health,2015,NBK349174,2016-03-09 02:37:20
93/7c/sr0368_NBK349202.tar.gz,Alogliptin (Nesina) for Type 2 Diabetes Mellitus,Canadian Agency for Drugs and Technologies in Health,2015,NBK349202,2016-03-09 02:37:18
24/0a/sr0367_NBK349227.tar.gz,Alogliptin Plus Metformin (Kazano) for Type 2 Diabetes Mellitus,Canadian Agency for Drugs and Technologies in Health,2015,NBK349227,2016-03-09 02:37:18
e1/ea/sr0364_NBK349255.tar.gz,Macitentan (Opsumit): For Long-Term Treatment of Pulmonary Arterial Hypertension,Canadian Agency for Drugs and Technologies in Health,2015,NBK349255,2016-03-09 02:37:15
50/86/sr0363_NBK349284.tar.gz,"Mirabegron Extended-Release Tablets (Myrbetriq): Treatment of Overactive Bladder (OAB) with Symptoms of Urgency, Urgency Incontinence and Urinary Frequency",Canadian Agency for Drugs and Technologies in Health,2015,NBK349284,2016-03-09 02:37:15
d2/32/sr0362_NBK349313.tar.gz,OnabotulinumtoxinA for Injection (Botox): For the Treatment of Overactive Bladder,Canadian Agency for Drugs and Technologies in Health,2015,NBK349313,2016-03-09 02:37:21
a4/67/sr0360_NBK349342.tar.gz,Stiripentol (Diacomit): For Severe Myoclonic Epilepsy in Infancy (Dravet Syndrome),Canadian Agency for Drugs and Technologies in Health,2015,NBK349342,2016-03-09 02:37:12
c0/7c/sr0353_NBK349365.tar.gz,Riociguat (Adempas): Management of Inoperable Chronic Thromboembolic Pulmonary Hypertension,Canadian Agency for Drugs and Technologies in Health,2015,NBK349365,2016-03-09 02:37:20
2a/f3/sr0351_NBK349400.tar.gz,Golimumab (Simponi) IV: In Combination with Methotrexate (MTX) for the Treatment of Adult Patients with Moderately to Severely Active Rheumatoid Arthritis,Canadian Agency for Drugs and Technologies in Health,2015,NBK349400,2016-03-09 02:37:17
d5/9f/ukpgfar0401_NBK349414.tar.gz,Towards reducing variations in infant mortality and morbidity: a population-based approach,NIHR Journals Library,2016,NBK349414,2018-05-03 02:49:38
13/18/sr0349_NBK349448.tar.gz,Guanfacine Hydrochloride Extended Release (Intuniv XR) Tablets: For the Treatment of Attention-Deficit/Hyperactivity Disorder,Canadian Agency for Drugs and Technologies in Health,2015,NBK349448,2016-03-09 02:37:15
a4/de/sr0374_NBK349521.tar.gz,Tocilizumab (Actemra): Adult Patients with Moderately to Severely Active Rheumatoid Arthritis,Canadian Agency for Drugs and Technologies in Health,2015,NBK349521,2016-03-10 02:37:10
12/22/sr0373_NBK349551.tar.gz,Ranibizumab (Lucentis): Visual Impairment due to Choroidal Neovascularization Secondary to Pathologic Myopia,Canadian Agency for Drugs and Technologies in Health,2015,NBK349551,2016-03-10 02:37:10
a2/b4/sr0370_NBK349575.tar.gz,Canagliflozin (Invokana) for Type 2 Diabetes Mellitus,Canadian Agency for Drugs and Technologies in Health,2015,NBK349575,2016-03-10 02:37:11
ea/37/sr0361_NBK349613.tar.gz,Aflibercept (Eylea): Treatment of Neovascular (Wet) Age-Related Macular Degeneration (wAMD),Canadian Agency for Drugs and Technologies in Health,2015,NBK349613,2016-03-10 02:37:13
06/47/sr0346_NBK349653.tar.gz,Aclidinium Bromide (Tudorza Genuair): Long-term Maintenance Bronchodilator Treatment in Patients with Chronic Obstructive Pulmonary Disease,Canadian Agency for Drugs and Technologies in Health,2015,NBK349653,2016-03-11 02:37:11
68/ee/ukhsdr0410_NBK349674.tar.gz,"Preparing for Home: a before-and-after study to investigate the effects of a neonatal discharge package aimed at increasing parental knowledge, understanding and confidence in caring for their preterm infant before and after discharge from hospital",NIHR Journals Library,2016,NBK349674,2018-05-03 02:58:13
99/eb/sbuhta16212_NBK349684.tar.gz,Radiotherapy for Cancer: A Systematic Literature Review,Swedish Council on Health Technology Assessment,2003,NBK349684,2017-08-26 02:37:19
07/fd/rc0624_NBK349689.tar.gz,"Telehealth Services for the Treatment of Psychiatric Issues: Clinical Effectiveness, Safety, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK349689,2016-03-15 02:37:08
6f/cb/es129_NBK349703.tar.gz,Screening for Autism Spectrum Disorder in Young Children: A Systematic Evidence Review for the U.S. Preventive Services Task Force,Agency for Healthcare Research and Quality (US),2016,NBK349703,2016-03-15 02:37:17
1d/47/rc0625_NBK349716.tar.gz,"Perceval S Sutureless Valve for Aortic Valve Replacement: A Review of the Clinical Effectiveness, Safety, and Cost-Effectiveness",Canadian Agency for Drugs and Technologies in Health,2015,NBK349716,2016-03-15 02:37:20
e8/36/rc0627_NBK349729.tar.gz,Tramadol for the Management of Pain in Adult Patients: A Review of the Clinical Effectiveness,Canadian Agency for Drugs and Technologies in Health,2015,NBK349729,2016-03-15 02:37:17
b5/a2/rc0619_NBK349742.tar.gz,Continuous Positive Airway Pressure Compared with Oral Devices or Lifestyle Changes for the Treatment of Obstructive Sleep Apnea: A Review of the Clinical and Cost-effectiveness,Canadian Agency for Drugs and Technologies in Health,2014,NBK349742,2016-03-15 02:37:20
33/24/rc0631_NBK349753.tar.gz,Rituximab for Granulomatosis with Polyangiitis or Microscopic Polyangiitis: A Review of the Clinical and Cost-effectiveness,Canadian Agency for Drugs and Technologies in Health,2015,NBK349753,2016-03-15 02:37:21
80/b4/rc0633_NBK349766.tar.gz,"Foam Sclerotherapy for Treatment of Varicose Veins: A Review of the Clinical Effectiveness, Safety, Cost-Effectiveness, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK349766,2016-03-15 02:37:21
1a/21/rc0635_NBK349780.tar.gz,"Switching from Innovator to Biosimilar (Subsequent Entry) Infliximab: A Review of the Clinical Effectiveness, Cost-Effectiveness, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK349780,2016-03-15 02:37:13
5f/82/rc0639_NBK349792.tar.gz,Immunomodulatory Drugs and Intravenous Immunoglobulin (IVIg) for Patients with Chronic Demyelinating Polyneuropathy Who Are in Remission: A Review of Clinical and Cost-effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2015,NBK349792,2016-03-15 02:37:20
21/3d/rc0641_NBK349803.tar.gz,Anticoagulant Use Pre- and Post-Hip Fracture and Other Emergency Orthopedic Surgery: A Review of Guidelines,Canadian Agency for Drugs and Technologies in Health,2015,NBK349803,2016-03-15 02:37:12
aa/f8/rc0643_NBK349816.tar.gz,"Human Growth Hormone Treatment for Adult Growth Hormone Deficiency: A Review of the Clinical Effectiveness, Safety, Cost-Effectiveness, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK349816,2016-03-15 02:37:13
44/af/rc0649_NBK349830.tar.gz,Cardiopulmonary Resuscitation Feedback Devices for Adult Patients in Cardiac Arrest: A Review of Clinical Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2015,NBK349830,2016-03-15 02:37:10
90/3a/rc0655_NBK349843.tar.gz,Post-Operative Monitoring Equipment in Patients with Sleep Apnea: A Review of Clinical Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2015,NBK349843,2016-03-15 02:37:21
e0/ef/rc0659_NBK349855.tar.gz,"Non-Manual Room Disinfection Techniques for Infection Prevention in Healthcare Facilities: A Review of the Clinical Effectiveness, Cost-Effectiveness, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK349855,2016-03-15 02:37:15
fb/fa/rc0662_NBK349868.tar.gz,Portable Ultrasound Devices in the Pre-Hospital Setting: A Review of Clinical and Cost-Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2015,NBK349868,2016-03-15 02:37:15
ba/08/rc0722_NBK349880.tar.gz,Abuse and Misuse Potential of Dimenhydrinate: A Review of the Clinical Evidence,Canadian Agency for Drugs and Technologies in Health,2015,NBK349880,2016-03-15 02:37:11
db/4d/rc0666_NBK349893.tar.gz,Self-Management Programs for the Management of Chronic Obstructive Pulmonary Disease: A Review of the Clinical and Cost-Effectiveness,Canadian Agency for Drugs and Technologies in Health,2015,NBK349893,2016-03-15 02:37:21
6a/04/rc0683_NBK349906.tar.gz,Valganciclovir for Off-Label Indications: A Review of Clinical Effectiveness,Canadian Agency for Drugs and Technologies in Health,2015,NBK349906,2016-03-15 02:37:08
10/45/rc0684_NBK349920.tar.gz,Prostaglandin Analogues for Ophthalmic Use: A Review of the Comparative Clinical Effectiveness and Cost-Effectiveness,Canadian Agency for Drugs and Technologies in Health,2015,NBK349920,2016-03-16 02:37:11
6a/86/rc0686_NBK349942.tar.gz,Neurotrophic Stimulation Therapy for the Management of Generalized Anxiety Disorder and Depression: A Review of the Clinical Effectiveness,Canadian Agency for Drugs and Technologies in Health,2015,NBK349942,2016-03-15 02:37:11
cc/2b/rc0690_NBK349950.tar.gz,Antidepressants in Elderly Patients with Behavioural and Psychological Symptoms of Dementia: A Review of Clinical Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2015,NBK349950,2016-03-15 02:37:08
2e/5c/rc0695_NBK349962.tar.gz,"Bioimpedance Devices for the Assessment of Body Fluid Volume for Patients Undergoing Dialysis: A Review of the Clinical Effectiveness, Cost-Effectiveness and Guidelines &#x02013; An Update",Canadian Agency for Drugs and Technologies in Health,2015,NBK349962,2016-03-15 02:37:13
21/5d/rc0696_NBK349976.tar.gz,"Bronchial Thermoplasty for Severe Asthma: A Review of the Clinical and Cost-Effectiveness, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK349976,2016-03-15 02:37:16
d5/55/rc0698_NBK349988.tar.gz,Long-acting Opioids for Chronic Non-cancer Pain: A Review of the Clinical Efficacy and Safety,Canadian Agency for Drugs and Technologies in Health,2015,NBK349988,2016-03-15 02:37:12
a3/75/rc0700_NBK350000.tar.gz,"Patient- and Family-Centered Care Initiatives in Acute Care Settings: A Review of the Clinical Evidence, Safety and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK350000,2016-03-15 02:37:11
80/d1/rc0706_NBK350016.tar.gz,"Low-Dose Computed Tomography for Lung Cancer Screening: A Review of the Clinical Effectiveness, Diagnostic Accuracy, Cost-Effectiveness, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK350016,2016-03-15 02:37:19
cb/96/rc0718_NBK350030.tar.gz,Use of Antipsychotics and/or Benzodiazepines as Rapid Tranquilization in In-Patients of Mental Facilities and Emergency Departments: A Review of the Clinical Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2015,NBK350030,2016-03-15 02:37:17
b2/5f/rc0721_NBK350043.tar.gz,"Trimebutine Maleate and Pinaverium Bromide for Irritable Bowel Syndrome: A Review of the Clinical Effectiveness, Safety and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK350043,2016-03-15 02:37:09
ba/b6/rc0723_NBK350056.tar.gz,"Dicyclomine for Gastrointestinal Conditions: A Review of the Clinical Effectiveness, Safety, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2015,NBK350056,2016-03-15 02:37:14
3e/ae/rc0743_NBK350067.tar.gz,Metal versus Acrylic Partial Removable Dentures for Patients with Periodontal Disease: A Review of the Clinical Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2016,NBK350067,2016-03-15 02:37:14
ab/e0/rcnst_NBK350079.tar.gz,Neurotrophic Stimulation Therapy for the Management of Post-Traumatic Stress Disorder and Substance Abuse Disorders: A Review of the Clinical Effectiveness,Canadian Agency for Drugs and Technologies in Health,2015,NBK350079,2016-03-15 02:37:09
20/7b/rd0030_NBK350093.tar.gz,MALDI-TOF Mass Spectrometry for Pathogen Identification: A Review of Accuracy and Clinical Effectiveness,Canadian Agency for Drugs and Technologies in Health,2015,NBK350093,2016-03-15 02:37:19
7b/17/re0030_NBK350119.tar.gz,Uterine-Preserving Interventions for the Management of Symptomatic Uterine Fibroids: A Systematic Review of Clinical and Cost-Effectiveness,Canadian Agency for Drugs and Technologies in Health,2016,NBK350119,2016-03-15 02:37:16
8c/bc/cer158_NBK350137.tar.gz,Diagnosis of Gout,Agency for Healthcare Research and Quality (US),2016,NBK350137,2016-03-15 02:37:19
75/c4/jatscon16_NBK350148.tar.gz,Journal Article Tag Suite Conference (JATS-Con) Proceedings 2016,National Center for Biotechnology Information (US),2015,NBK350148,2016-07-03 02:45:35
d7/96/ukhta2020_NBK350183.tar.gz,Carotid artery stenting compared with endarterectomy in patients with symptomatic carotid stenosis (International Carotid Stenting Study): a randomised controlled trial with cost-effectiveness analysis,NIHR Journals Library,2016,NBK350183,2018-05-03 02:38:08
e7/e7/ukpgfar0402_NBK350254.tar.gz,Understanding causes of and developing effective interventions for schizophrenia and other psychoses,NIHR Journals Library,2016,NBK350254,2018-05-03 03:01:06
97/16/cer169_NBK350276.tar.gz,Noninvasive Treatments for Low Back Pain,Agency for Healthcare Research and Quality (US),2016,NBK350276,2016-09-20 02:37:19
c5/0b/ukhta2021_NBK350291.tar.gz,The Protease Inhibitor Monotherapy Versus Ongoing Triple Therapy (PIVOT) trial: a randomised controlled trial of a protease inhibitor monotherapy strategy for long-term management of human immunodeficiency virus infection,NIHR Journals Library,2016,NBK350291,2018-05-03 02:45:22
0e/2a/cer167_NBK350333.tar.gz,Management of Renal Masses and Localized Renal Cancer,Agency for Healthcare Research and Quality (US),2016,NBK350333,2016-03-22 02:37:17
3a/2d/es127_NBK350371.tar.gz,Screening for Impaired Visual Acuity in Older Adults: A Systematic Review to Update the 2009 U.S. Preventive Services Task Force Recommendation,Agency for Healthcare Research and Quality (US),2016,NBK350371,2016-03-23 02:37:09
a5/e5/sbu240_NBK350491.tar.gz,Occupational Exposures and Cardiovascular Disease,Swedish Council on Health Technology Assessment,2015,NBK350491,2017-07-06 10:24:18
38/9d/sbu242_NBK350492.tar.gz,Instruments for Suicide Risk Assessment,Swedish Council on Health Technology Assessment,2015,NBK350492,2017-08-26 02:37:11
c6/ee/sbu201406_NBK350493.tar.gz,Drug-Eluting Stents in Coronary Arteries,Swedish Council on Health Technology Assessment,2014,NBK350493,2017-08-26 02:37:11
34/62/niph222015_NBK350495.tar.gz,A Health Technology Assessment of the New Drugs for Inoperable or Metastatic Malignant Melanoma Patients,Norwegian Institute for Public Health,2015,NBK350495,2017-07-06 10:23:25
4c/22/niphsr_NBK350496.tar.gz,NIPH Systematic Reviews,Norwegian Institute for Public Health,2011,NBK350496,2019-01-26 02:37:09
3d/d2/ukeme0302_NBK350515.tar.gz,Nutritional Evaluation and Optimisation in Neonates (NEON) trial of amino acid regimen and intravenous lipid composition in preterm parenteral nutrition: a randomised double-blind controlled trial,NIHR Journals Library,2016,NBK350515,2018-05-03 02:45:17
78/52/ukpgfar0403_NBK350545.tar.gz,The Stroke Prevention Programme: a programme of research to inform optimal stroke prevention in primary care,NIHR Journals Library,2016,NBK350545,2018-05-03 02:51:09
a0/e8/rc0753_NBK350577.tar.gz,Combination Therapy for Attention Deficit Hyperactivity Disorder: A Review of the Clinical Effectiveness,Canadian Agency for Drugs and Technologies in Health,2016,NBK350577,2016-03-25 02:37:10
3d/7d/rc0752_NBK350586.tar.gz,"Portable versus Fixed X-ray Equipment: A Review of the Clinical Effectiveness, Cost-effectiveness, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK350586,2016-03-25 02:37:10
d8/f3/rc0751_NBK350596.tar.gz,"Antibiotic Prophylaxis in Patients with Orthopedic Implants Undergoing Dental Procedures: A Review of Clinical Effectiveness, Safety, and Guidelines",Canadian Agency for Drugs and Technologies in Health,2016,NBK350596,2016-03-25 02:37:11
89/c7/rc0748_NBK350608.tar.gz,Irreversible Electroporation for Tumors of the Pancreas or Liver: A Review of Clinical and Cost-Effectiveness,Canadian Agency for Drugs and Technologies in Health,2016,NBK350608,2016-03-25 02:37:11
68/fc/rc0746_NBK350620.tar.gz,Neuromuscular Monitoring for Patients Receiving Continuous Paralytic or Neuromuscular Blocking Agents: A Review of the Clinical Effectiveness and Guidelines,Canadian Agency for Drugs and Technologies in Health,2016,NBK350620,2016-03-25 02:37:10
ae/f0/rc0741_NBK350633.tar.gz,Omega-3 Fatty Acids for Proteinuria due to Nephrotic Syndrome: A Review of Clinical Effectiveness and Cost-Effectiveness,Canadian Agency for Drugs and Technologies in Health,2016,NBK350633,2016-03-25 02:37:09
72/a7/ukhta2022_NBK350652.tar.gz,The natural history of Chlamydia trachomatis infection in women: a multi-parameter evidence synthesis,NIHR Journals Library,2016,NBK350652,2018-05-03 02:40:36
a9/af/tr0008_NBK350686.tar.gz,Drugs for Chronic Hepatitis C Infection: Clinical Review,Canadian Agency for Drugs and Technologies in Health,2016,NBK350686,2017-02-24 02:37:17
d8/cd/wt605820_NBK350744.tar.gz,Anthropologies of Cancer in Transnational Worlds,Routledge,2015,NBK350744,2019-04-09 02:37:30
5d/ec/ukphr0403_NBK350758.tar.gz,Change in alcohol outlet density and alcohol-related harm to population health (CHALICE): a comprehensive record-linked database study in Wales,NIHR Journals Library,2016,NBK350758,2018-05-03 02:57:58
a0/7c/ukhta2023_NBK350789.tar.gz,Risks and benefits of psychotropic medication in pregnancy: cohort studies based on UK electronic primary care health records,NIHR Journals Library,2016,NBK350789,2018-05-03 02:43:01
60/73/ukhta2025_NBK355233.tar.gz,Alpha-2 agonists for sedation of mechanically ventilated adults in intensive care units: a systematic review,NIHR Journals Library,2016,NBK355233,2018-05-03 02:58:36
f7/c8/ukpgfar0404_NBK355264.tar.gz,"Increasing the acceptability and rates of organ donation among minority ethnic groups: a programme of observational and evaluative research on Donation, Transplantation and Ethnicity (DonaTE)",NIHR Journals Library,2016,NBK355264,2018-05-03 02:44:16
0f/5c/ukhta2024_NBK355284.tar.gz,Clinical effectiveness and cost-effectiveness of interventions for the treatment of anogenital warts: systematic review and economic evaluation,NIHR Journals Library,2016,NBK355284,2018-05-03 02:38:41
